,datetime,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
474,2011-06-20,2011_1758,834960.95219,-1270859.37601,-11.69488,76.03026,-0.08835870372893573,-0.1684854481325249,207.67383280720583,0.1902488022487279,2.365999937057495,-0.12300000339746475
475,2011-06-21,2011_1758,836573.90181,-1287217.54477,-11.9797,75.89763,-0.02163258888260243,-0.16500823010435606,187.46888470537203,0.16642020581628847,-0.3889999985694885,-1.9859999418258667
476,2011-06-22,2011_1758,842775.71298,-1300190.00476,-12.04893,75.76795,0.023243630748078545,-0.16806766263625175,172.12598473129395,0.1696673380305295,-0.17000000178813934,-4.313000202178955
477,2011-06-23,2011_1758,852359.23293,-1311282.79479,-11.97606,75.63589,0.024040010685807273,-0.17548626610126894,172.19955696276566,0.17712524298907567,-1.63100004196167,-3.0940001010894775
478,2011-06-24,2011_1758,862364.00651,-1322863.17998,-11.89999,75.49804,-0.052804099309327245,-0.18352226985139594,196.05189439456524,0.1909677889992914,-0.4269999861717224,0.2370000034570694
479,2011-06-25,2011_1758,867201.27665,-1338637.78545,-12.06375,75.35387,-0.1339184572323439,-0.08938935526506175,236.27724951510254,0.1610112108587304,0.8379999995231628,2.5989999771118164
480,2011-06-26,2011_1758,861689.52757,-1351410.67858,-12.47742,75.2833,-0.07819927231075141,0.018444628198066266,283.2716180825656,0.08034507140637784,1.4110000133514404,3.7279999256134033
482,2011-06-20,2011_1761,818084.54052,-1191087.29397,-10.51722,76.71897,-0.033859280004273545,-0.07779348239837419,203.5208775693289,0.08484265876358398,2.697000026702881,-0.26100000739097595
483,2011-06-21,2011_1761,819478.46244,-1198283.94803,-10.63266,76.6577,-0.02977100964219966,-0.0810737272594754,200.16369405161734,0.08636702071311565,-0.5899999737739563,-2.2639999389648438
485,2011-06-20,2011_1763,815297.62861,-1351385.34253,-13.89721,75.50577,-0.008374594647276898,-0.12089324923803425,183.9626994524745,0.12118296723069488,2.121999979019165,0.9150000214576721
486,2011-06-21,2011_1763,820073.79995,-1360702.71612,-13.92329,75.41083,-0.01963817930938126,-0.07402318029628668,194.85816348659137,0.07658387106802564,0.6740000247955322,-3.25600004196167
487,2011-06-22,2011_1763,821921.89675,-1367056.23446,-13.98425,75.35271,0.014130098669410389,-0.10767752468392949,172.52401742103547,0.10860068604970007,0.4339999854564667,-4.070000171661377
488,2011-06-23,2011_1763,827761.95411,-1374400.36695,-13.9409,75.26817,0.013901825291099776,-0.1065664928759528,172.56761509122123,0.10746942891029411,-1.1950000524520874,-2.578000068664551
489,2011-06-24,2011_1763,833541.17754,-1381667.99806,-13.898,75.18452,0.03353598896231906,-0.0925043193295762,160.07268219929313,0.09839568918559893,0.057999998331069946,1.4429999589920044
490,2011-06-25,2011_1763,840150.7332,-1387014.71333,-13.79564,75.11191,-0.002950084581887745,-0.10503806846674893,181.60877837362955,0.10507948813286887,0.8339999914169312,3.5169999599456787
